Name,SMILES,PubChemID,CPE CLASS,IUPAC NAME,CAS,CAS (cactus),logKp,Reference,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Polar Surface Area,Rotatable Bonds,Aromatic Rings,sp3-Atoms,Drug status,DRUGBANK,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8 (SCAFFOLD name),Scaffold SMILES
Dichloroacetonitrile,C(#N)C(Cl)Cl,18177,ALIPH. MISC.,"2,2-dichloroacetonitrile",3018-12-0,3018-12-0,-0.82,"Trabaris M, Laskin JD, Weisel CP. Percutaneous absorption of haloacetonitriles and chloral hydrate and simulated human exposures. J Appl Toxicol. 2012;32(6):387‐394.",109.943,0.8543,-1.83,1,0,23.79,0,0,1,,,,,,,,,,,
dibromoacetonitrile,C(#N)C(Br)Br,18617,ALIPH. MISC.,"2,2-dibromoacetonitrile",3252-43-5,3252-43-5,-0.77,"Trabaris M, Laskin JD, Weisel CP. Percutaneous absorption of haloacetonitriles and chloral hydrate and simulated human exposures. J Appl Toxicol. 2012;32(6):387‐394.",198.845,1.1163,-2.114,1,0,23.79,0,0,1,,,,,,,,,,,
"2-Methyl-2-nonyl-1,3-dioxolane (Azone_analog-299)",CCCCCCCCCC1(C)OCCO1,10013506,ALIPH. MISC.,"2-methyl-2-nonyl-1,3-dioxolane",38986-44-6,38986-44-6,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",214.347,4.1078,-3.1,2,0,18.46,8,0,15,,,,,,,,,,Dioxolane,C1COCO1
"2-Nonyl-1,3-dioxolane (Azone_analog-293)",CCCCCCCCCC1OCCO1,78056,ALIPH. MISC.,"2-nonyl-1,3-dioxolane",4353-06-4,04.06.4353,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",200.321,3.8435,-2.853,2,0,18.46,8,0,14,,,,,,,,,,Dioxolane,C1COCO1
"2-Heptyl-1,3-dioxolane (Azone_analog-292)",CCCCCCCC1OCCO1,78067,ALIPH. MISC.,"2-heptyl-1,3-dioxolane",4359-57-3,4359-57-3,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",172.267,2.9347,-2.313,2,0,18.46,6,0,12,,,,,,,,,,Dioxolane,C1COCO1
"1,1‐dichloropropanone",CC(=O)C(Cl)Cl,10567,ALIPH. MISC.,"1,1-dichloropropan-2-one",513-88-2,"513-88-2,30605-38-0",-1.36,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",126.97,1.0101,-1.604,1,0,17.07,1,0,2,,,,,,,,,,,
"4-Methyl-2-nonyl-1,3-dioxolane (Azone_analog-296)",CCCCCCCCCC1OCC(C)O1,95397,ALIPH. MISC.,"4-methyl-2-nonyl-1,3-dioxolane",5421-12-5,05.12.5421,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",214.347,4.1682,-3.2310000000000003,2,0,18.46,8,0,15,,,,,,,,,,Dioxolane,C1COCO1
Nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],4510,ALIPH. MISC.,"1,3-bis(nitrooxy)propan-2-yl nitrate",55-63-0,"105469-31-6,80066-48-4,8013-23-8,9010-02-0,55-63-0",-1.96,"Michaels, A.S., Chandrasekaran, S.K. and Shaw, J.E. (1975): Drug permeation through human skin: Theory and in vitro experimental measurement. AIChE J., 21, 985‐996",227.085,-2.3418,-2.6460000000000004,12,0,165.15,8,0,9,approved; investigational,DB00727,,,,,,,acidic oxygen,,
bromochloroacetic acid,C(C(=O)O)(Cl)Br,542762,ALIPH. MISC.,2-bromo-2-chloroacetic acid,5589-96-8,5589-96-8,-2.79,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",173.393,0.4634,-1.2990000000000002,2,1,37.3,1,0,2,,,,,,,,,acidic oxygen,,
Urea,C(=O)(N)N,1176,ALIPH. MISC.,Urea,57-13-6,"4744-36-9,57-13-6,173144-80-4,173994-65-5,174693-33-5,175276-38-7,30535-50-3,37955-36-5",-3.78,"Barber, E.D., Teetsel, N.M., Kolberg, K.F. and Guest, D. (1992): A comparative study of the rates of in vitro percutaneous absorption of eight chemicals using rat and human skin. Fundam. Appl. Toxicol., 19, 493‐497",60.0558,-1.3194,-0.7979999999999999,3,2,69.11,0,0,0,approved; investigational,DB03904,amide,,,,,,,,
"2-Undecyl-1,3-dioxolane (Azone_analog-294)",CCCCCCCCCCCC1OCCO1,241293,ALIPH. MISC.,"2-undecyl-1,3-dioxolane",5735-88-6,5735-88-6,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",228.37400000000002,4.7523,-3.3930000000000002,2,0,18.46,10,0,16,,,,,,,,,,Dioxolane,C1COCO1
dimethylethylamine,CCN(C)C,11723,ALIPH. MISC.,ethyldimethylamine,598-56-1,"70955-13-4,598-56-1",-2.39,"Lundh T, Boman A, Akesson B. Skin absorption of the industrial catalyst dimethylethylamine in vitro in guinea pig and human skin, and of gaseous dimethylethylamine in human volunteers. Int Arch Occup Environ Health. 1997;70(5):309‐313.",73.1383,0.2707,-0.107,1,0,3.24,1,0,5,,,,amine,alkyl-amine,,,basic nitrogen,,,
dibromoacetic acid,C(C(=O)O)(Br)Br,12433,ALIPH. MISC.,"2,2-dibromoacetic acid",631-64-1,631-64-1,-2.58,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",217.84400000000002,0.5944,-1.4409999999999998,2,1,37.3,1,0,2,,,,,,,,,acidic oxygen,,
Acetic acid,CC(=O)O,176,ALIPH. MISC.,acetic acid,64-19-7,"157090-22-7,207004-55-5,9035-69-2,64-19-7,68475-71-8,77671-22-8",-2.52,"Buist HE, van Burgsteden JA, Freidig AP, Maas WJ, van de Sandt JJ. New in vitro dermal absorption database and the prediction of dermal absorption under finite conditions for risk assessment purposes. Regul Toxicol Pharmacol. 2010;57(2‐3):200‐209.",60.0518,-0.2991,-0.45899999999999996,2,1,37.3,0,0,2,approved,DB03166,,,,,,,acidic oxygen,,
Dimethyl sulphoxide,CS(=O)C,679,ALIPH. MISC.,methanesulfinylmethane,67-68-5,"164071-41-4,8070-53-9,67-68-5",-3.1,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.
Lundborg, M., Wennberg, C. L., Narangifard, A., Lindahl, E., & Norlén, L. (2018). Predicting drug permeability through skin using molecular dynamics simulation. Journal of Controlled Release, 283, 269–279. doi:10.1016/j.jconrel.2018.05.026 ",78.1346,-1.2837,-0.044000000000000004,1,0,36.28,0,0,3,approved; vet_approved,DB01093,,,,,,,,,
"1,1,1‐trichloroethane",CC(Cl)(Cl)Cl,6278,ALIPH. MISC.,"1,1,1-trichloroethane",71-55-6,"74552-83-3,71-55-6",-2.35,"I. H. Blank, R. J. Scheuplein, and D. J. MacFarlane, ""Mechanism of Percutaneous Absorption. 111. The Effect of Temperature on the Transport of Non‐Electrolytes Across the Skin,"" J. Invest. Dermatol. 49,582‐589 (1967)",133.405,2.4217,-2.185,0,0,0.0,0,0,2,,,,,,,,,,,
"2-Heptyl-4-methyl-1,3-dioxolane (Azone_analog-295)",CCCCCCCC1OCC(C)O1,560109,ALIPH. MISC.,"2-heptyl-4-methyl-1,3-dioxolane",74094-61-4,74094-61-4,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",186.294,3.2594,-2.6910000000000003,2,0,18.46,6,0,13,,,,,,,,,,Dioxolane,C1COCO1
bromodichloromethane,C(Cl)(Cl)Br,6359,ALIPH. MISC.,bromodichloromethane,75-27-4,75-27-4,-0.74,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",163.829,1.7658,-3.6510000000000002,0,0,0.0,0,0,1,,,,,,,,,,,
Trimethylamine,CN(C)C,1146,ALIPH. MISC.,trimethylamine,75-50-3,"75-50-3,4558-12-7",-3.73,"S.H. Kenyon, P.L. Carmichael, S. Khalaque, S. Panchal, R. Waring, R. Harris, The passage of trimethylamine across rat and human skin, Food Chem. Toxicol. 42 (2004) 1619‐1628",59.1115,-0.1356,0.193,1,0,3.24,0,0,4,,,,amine,alkyl-amine,,,basic nitrogen,,,
trichloroacetic acid,C(=O)(C(Cl)(Cl)Cl)O,6421,ALIPH. MISC.,trichloroacetic acid,76-03-9,76-03-9,-2.72,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",163.387,1.1454,-1.66,2,1,37.3,1,0,2,,,,,,,,,acidic oxygen,,
2‐butanone,CCC(=O)C,6569,ALIPH. MISC.,butan-2-one,78-93-3,"78-93-3,135311-02-3",-2.35,"I. H. Blank, R. J. Scheuplein, and D. J. MacFarlane, ""Mechanism of Percutaneous Absorption. 111. The Effect of Temperature on the Transport of Non‐Electrolytes Across the Skin,"" J. Invest. Dermatol. 49,582‐589 (1967)",72.1065,0.833,-1.176,1,0,17.07,1,0,3,,,,,,,,,,,
bromoacetic acid,C(C(=O)O)Br,6227,ALIPH. MISC.,2-bromoacetic acid,79-08-3,"79-08-3,418768-49-7",-2.85,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",138.94799999999998,0.0612,-1.002,2,1,37.3,1,0,2,experimental,DB02198,,,,,,,acidic oxygen,,
Chloroacetic acid,C(C(=O)O)Cl,300,ALIPH. MISC.,2-chloroacetic acid,79-11-8,79-11-8,-2.95,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",94.4968,-0.0698,-0.86,2,1,37.3,1,0,2,,,,,,,,,acidic oxygen,,
Methyl acetate,CC(=O)OC,6584,ALIPH. MISC.,methyl acetate,79-20-9,79-20-9,,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.",74.0786,0.1288,-0.5870000000000001,2,0,26.3,1,0,3,,,,,,,,,,,
dichloroacetic acid,C(C(=O)O)(Cl)Cl,6597,ALIPH. MISC.,"2,2-dichloroacetic acid",79-43-6,"79-43-6,42428-47-7",-2.72,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",128.942,0.3324,-1.157,2,1,37.3,1,0,2,approved; investigational,DB08809,,,,,,,acidic oxygen,,
"4-Methyl-2-undecyl-1,3-dioxolane (Azone_analog-297)",CCCCCCCCCCCC1OCC(C)O1,241285,ALIPH. MISC.,"4-methyl-2-undecyl-1,3-dioxolane",82925-11-9,82925-11-9,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",242.40099999999998,5.077,-3.7710000000000004,2,0,18.46,10,0,17,,,,,,,,,,Dioxolane,C1COCO1
bromochloroacetonitrile,C(#N)C(Cl)Br,55004,ALIPH. MISC.,2-bromo-2-chloroacetonitrile,83463-62-1,83463-62-1,-0.79,"Trabaris M, Laskin JD, Weisel CP. Percutaneous absorption of haloacetonitriles and chloral hydrate and simulated human exposures. J Appl Toxicol. 2012;32(6):387‐394.",154.394,0.9853,-1.972,1,0,23.79,0,0,1,,,,,,,,,,,
"1,1,1‐ trichloropropanone",CC(=O)C(Cl)(Cl)Cl,13514,ALIPH. MISC.,"1,1,1-trichloropropan-2-one",918-00-3,"918-00-3,72497-18-8",-1.62,"Xu X, Mariano TM, Laskin JD, Weisel CP. Percutaneous absorption of trihalomethanes, haloacetic acids, and haloketones. Toxicol Appl Pharmacol. 2002;184:19‐26",161.415,1.8231,-2.1069999999999998,1,0,17.07,1,0,2,,,,,,,,,,,
"2-(1-Hexyl)-2-methyl-1,3 dioxolane",CCCCCCC1(C)OCCO1,70307,ALIPH. MISC.,"2-hexyl-2-methyl-1,3-dioxolane",937-94-0,937-94-0,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",172.267,2.7446,-2.29,2,0,18.46,5,0,12,,,,,,,,,,Dioxolane,C1COCO1
4‐nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,980,AROM. MISC.,4-nitrophenol,100-02-7,100-02-7,-2.01,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",139.11,0.3923,-1.78,4,1,66.05,1,1,2,experimental,DB04417,,,,,,,acidic oxygen,Benzene,c1ccccc1
Ethyl benzene,CCC1=CC=CC=C1,7500,AROM. MISC.,ethylbenzene,100-41-4,"70955-17-8,68908-88-3,100-41-4,28213-80-1",0.08,"T. Dutkiewicz and H. Tyras, ""A Study of Skin Absorption of Ethylbenzene in Man,"" Br. J. Ind. Med. 24, 330‐332 (1967)",106.167,2.4191,-2.119,0,0,0.0,1,1,2,,,,,,,,,,Benzene,c1ccccc1
Styrene,C=CC1=CC=CC=C1,7501,AROM. MISC.,ethenylbenzene,100-42-5,"79637-11-9,68441-35-0,68987-41-7,9003-53-6,100-42-5,12770-88-6",-0.18,"T. Dutkiewicz and H. Tyras, ""Skin Absorption of Toluene, Styrene, and Xylene by Man,"" Br. J. Ind. Med. 25, 243‐246 (1968)",104.152,2.3625,-2.421,0,0,0.0,1,1,0,,,,,,,,,,Benzene,c1ccccc1
Benzyl alcohol,C1=CC=C(C=C1)CO,244,AROM. MISC.,phenylmethanol,100-51-6,"1336-27-2,185532-71-2,100-51-6",-2.0,"Barry, B.W., Harrison, S.M. and Dugard, P.H. (1985): Vapour and liquid diffusion of model penetrants through human skin: correlation with thermodynamic activity. J. Pharm. Pharmacol., 37, 226‐236",108.14,1.0623,-1.5,1,1,20.23,1,1,2,approved,DB06770,,,,,,,,Benzene,c1ccccc1
Benzaldehyde,C1=CC=C(C=C1)C=O,240,AROM. MISC.,benzaldehyde,100-52-7,100-52-7,-0.74,"Barry, B.W., Harrison, S.M. and Dugard, P.H. (1985): Vapour and liquid diffusion of model penetrants through human skin: correlation with thermodynamic activity. J. Pharm. Pharmacol., 37, 226‐236",106.124,1.5929,-1.94,1,0,17.07,1,1,0,,,,,,,,,,Benzene,c1ccccc1
Anisole,COC1=CC=CC=C1,7519,AROM. MISC.,anisole,100-66-3,100-66-3,-1.24,"Barry, B.W., Harrison, S.M. and Dugard, P.H. (1985): Vapour and liquid diffusion of model penetrants through human skin: correlation with thermodynamic activity. J. Pharm. Pharmacol., 37, 226‐236",108.14,1.5896,-1.6340000000000001,1,0,9.23,1,1,2,,,,,,,,,,Benzene,c1ccccc1
"1,3-diphenylurea",C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,7595,AROM. MISC.,"1,3-diphenylurea",102-07-8,102-07-8,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",212.25099999999998,2.801,-3.6439999999999997,3,2,41.13,2,2,0,experimental,DB07496,amide,,,,,,,,O=C(Nc1ccccc1)Nc1ccccc1
"1,3-diphenylthiourea",C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,700999,AROM. MISC.,"1,3-diphenylthiourea",102-08-9,102-08-9,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",228.31799999999998,3.1977,-3.728,2,2,56.15,2,2,1,,,,,,,,,,Sulfocarbanilide,S=C(Nc1ccccc1)Nc1ccccc1
4‐bromophenol,C1=CC(=CC=C1O)Br,7808,AROM. MISC.,4-bromophenol,106-41-2,106-41-2,-1.2,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",173.00900000000001,2.0391,-2.154,1,1,20.23,0,1,1,,,,,,,,,,Benzene,c1ccccc1
p‐cresol,CC1=CC=C(C=C1)O,2879,AROM. MISC.,4-methylphenol,106-44-5,"72269-62-6,106-44-5,1319-77-3,2876-02-0",-1.59,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",108.14,1.6578,-1.6640000000000001,1,1,20.23,0,1,2,experimental,DB01688,,,,,,,,Benzene,c1ccccc1
p‐chlorophenol,C1=CC(=CC=C1O)Cl,4684,AROM. MISC.,4-chlorophenol,106-48-9,106-48-9,-1.2,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",128.558,1.9199,-2.056,1,1,20.23,0,1,1,approved,DB13154,,,,,,,,Benzene,c1ccccc1
p‐phenylenediamine,C1=CC(=CC=C1N)N,7814,AROM. MISC.,"benzene-1,4-diamine",106-50-3,"106-50-3,56481-76-6",-3.52,"Bronaugh, R.L. and Congdon, E.R. (1984): Percutaneous absorption of hair dyes: correlation with partition coefficients. J. Invest. Dermatol., 83, 124‐127",108.14399999999999,0.305,-1.768,2,2,52.04,0,1,0,approved; experimental,DB14141,,amine,,aromatic amine,,,,Benzene,c1ccccc1
m‐cresol,CC1=CC(=CC=C1)O,342,AROM. MISC.,3-methylphenol,108-39-4,"108-39-4,15831-10-4",-1.58,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",108.14,1.6578,-1.6640000000000001,1,1,20.23,0,1,2,experimental,DB01776,,,,,,,,Benzene,c1ccccc1
resorcinol,C1=CC(=CC(=C1)O)O,5054,AROM. MISC.,"benzene-1,3-diol",108-46-3,"108-46-3,26982-54-7",-3.28,"Abraham MH, Martins F, Mitchell RC. 1997. Algorithms for skin permeability using hydrogen bond descriptors: The problem of steroids. J Pharm Pharmacol 49:858‐865",110.11200000000001,0.9682,-1.024,2,2,40.46,0,1,2,approved,DB11085,,,,,,,,Benzene,c1ccccc1
phloroglucinol,C1=C(C=C(C=C1O)O)O,359,AROM. MISC.,"benzene-1,3,5-triol",108-73-6,108-73-6,-2.51,"du Plessis J, Pugh WJ, Judefeind A, Hadgraft J. Physico‐chemical determinants of dermal drug delivery: effects of the number and substitution pattern of polar groups. Eur J Pharm Sci. 2002;16:107‐112.",126.111,0.6225,-0.728,3,3,60.69,0,1,3,investigational,DB12944,,,,,,,,Benzene,c1ccccc1
Toluene,CC1=CC=CC=C1,1140,AROM. MISC.,toluene,108-88-3,"3101-08-4,50643-04-4,108-88-3",-0.04,"B.D. Anderson, P.V. Raykar, Solute structure‐permeability relationships in human stratum corneum, J. Invest. Dermatol. 93 (1989) 280‐286",92.1405,2.1935,-1.96,0,0,0.0,0,1,1,vet_approved,DB11558,,,,,,,,Benzene,c1ccccc1
Phenol,C1=CC=C(C=C1)O,996,AROM. MISC.,phenol,108-95-2,"1336-35-2,108-95-2,63496-48-0,73607-76-8,61788-41-8,14534-23-7,50356-25-7,8002-07-1,27073-41-2",-1.94,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",94.1126,1.3139,-1.32,1,1,20.23,0,1,1,approved; experimental,DB03255,,,,,,,,Benzene,c1ccccc1
2‐Phenyl propanol,CC(CO)C1=CC=CC=C1,14295,AROM. MISC.,2-phenylpropan-1-ol,1123-85-9,"98103-87-8,1123-85-9",-1.28,"Diez Sales, O: Lopez Castellano, A., Maiques Lacer, F.J. and Herraez Dominguez, M. (1993): An in vitro percutaneous absorption study of non‐ionic compounds across human skin. 48, 684‐686",136.19299999999998,1.9199,-1.98,1,1,20.23,2,1,4,,,,,,,,,,Benzene,c1ccccc1
4‐amino‐2‐nitrophenol,C1=CC(=C(C=C1N)[N+](=O)[O-])O,3417419,AROM. MISC.,4-amino-2-nitrophenol,119-34-6,119-34-6,-2.45,"Bronaugh, R.L. and Congdon, E.R. (1984): Percutaneous absorption of hair dyes: correlation with partition coefficients. J. Invest. Dermatol., 83, 124‐127",154.125,-0.285,-1.8559999999999999,5,2,92.07,1,1,2,,,,amine,,aromatic amine,,,acidic oxygen,Benzene,c1ccccc1
isoquinoline,C1=CC=C2C=NC=CC2=C1,8405,AROM. MISC.,isoquinoline,119-65-3,119-65-3,-1.78,"Hadgraft J, Ridout G. Development of model membranes for percutaneous absorption measurements. I Isopropyl Myristate. lnt.J.Pharmaceutics 1987; 39: 149‐156",129.162,1.8531,-2.427,1,0,12.89,0,2,0,experimental,DB04329,,,,,aromatic nitrogen,,,,c1ccc2cnccc2c1
catechol,C1=CC=C(C(=C1)O)O,289,AROM. MISC.,"benzene-1,2-diol",120-80-9,"37349-32-9,16474-90-1,16474-89-8,12385-08-9,120-80-9",-2.51,"du Plessis J, Pugh WJ, Judefeind A, Hadgraft J. Physico‐chemical determinants of dermal drug delivery: effects of the number and substitution pattern of polar groups. Eur J Pharm Sci. 2002;16:107‐112.",110.11200000000001,0.9682,-1.024,2,2,40.46,0,1,2,experimental,DB02232,,,,,,,,Benzene,c1ccccc1
"2,4‐dichlorophenol",C1=CC(=C(C=C1Cl)Cl)O,8449,AROM. MISC.,"2,4-dichlorophenol",120-83-2,120-83-2,-0.98,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",163.003,2.5259,-2.792,1,1,20.23,0,1,1,,,,,,,,,,Benzene,c1ccccc1
Butylated hydroxyanisole,CC(C)(C)C1=C(C=CC(=C1)OC)O,8456,AROM. MISC.,2-tert-butyl-4-methoxyphenol,121-00-6,"1341-82-8,25013-16-5,921-00-6,121-00-6",,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",180.24599999999998,2.8258,-2.498,2,1,29.46,2,1,7,,,,,,,,,,Benzene,c1ccccc1
p‐ethylphenol,CCC1=CC=C(C=C1)O,31242,AROM. MISC.,4-ethylphenol,123-07-9,"29471-88-3,123-07-9,24979-70-2,101052-19-1",-1.21,"Roberts MS, Anderson RA, Swarbrick J. Permeability of human epidermis to phenofic compounds. J.Pharm.Pharmac. 1977; 29: 677‐683",122.166,2.0734,-1.8230000000000002,1,1,20.23,1,1,3,,,,,,,,,,Benzene,c1ccccc1
hydroquinone,C1=CC(=CC=C1O)O,785,AROM. MISC.,"benzene-1,4-diol",123-31-9,"57534-13-1,8027-02-9,123-31-9",-2.95,"du Plessis J, Pugh WJ, Judefeind A, Hadgraft J. Physico‐chemical determinants of dermal drug delivery: effects of the number and substitution pattern of polar groups. Eur J Pharm Sci. 2002;16:107‐112.",110.11200000000001,0.9682,-1.024,2,2,40.46,0,1,2,approved; investigational,DB09526,,,,,,,,Benzene,c1ccccc1
4‐Hydroxy‐ methylphenylacetate,COC(=O)CC1=CC=C(C=C1)O,518900,AROM. MISC.,methyl 2-(4-hydroxyphenyl)acetate,14199-15-6,14199-15-6,-1.7,"B.D. Anderson, P.V. Raykar, Solute structure‐permeability relationships in human stratum corneum, J. Invest. Dermatol. 93 (1989) 280‐286",166.175,1.225,-1.426,3,1,46.53,3,1,4,,,,,,,,,,Benzene,c1ccccc1
4‐Hydroxy‐phenylacetic acid,C1=CC(=CC=C1CC(=O)O)O,127,AROM. MISC.,2-(4-hydroxyphenyl)acetic acid,156-38-7,156-38-7,-2.55,"B.D. Anderson, P.V. Raykar, Solute structure‐permeability relationships in human stratum corneum, J. Invest. Dermatol. 93 (1989) 280‐286",152.149,0.7971,-1.298,3,2,57.53,2,1,3,,,,,,,,,acidic oxygen,Benzene,c1ccccc1
